design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/vijayan/CARAVEL_FLOW/GFmpw0/AES128_GFMPW0/openlane/aes_core,aes_core,22_12_03_09_58,flow completed,0h20m18s0ms,0h7m37s0ms,8529.731560800476,6.259282560000001,2558.9194682401426,30.92,2000.23,16017,0,0,0,0,0,0,0,-1,0,-1,-1,1462721,163151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2383071607.0,0.0,41.07,42.34,4.0,-1,29.23,10840,13951,167,3097,0,0,0,11964,186,451,79,57,555,735,417,7943,1150,1109,18,626,9609,0,10235,1506805.0368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.0,66.66666666666667,15.0,AREA 0,4,30,1,153.6,153.18,0.45,0.3,gf180mcu_fd_sc_mcu7t5v0,4
